Transcript	GO.IDs
TR531164|c0_g1_i3	
TR531165|c3_g1_i3	GO:0003735;GO:0005762;GO:0005840;GO:0006412
TR531174|c0_g2_i1	
TR531174|c0_g5_i1	
TR531174|c0_g6_i1	
TR531174|c0_g8_i4	
TR531174|c0_g9_i1	
TR531177|c0_g9_i1	GO:0003676;GO:0003677;GO:0003735;GO:0005840;GO:0006412;GO:1990904
TR531180|c1_g4_i10	
TR531180|c1_g4_i4	
TR531180|c1_g4_i6	
TR531182|c1_g4_i1	GO:0006520;GO:0030170
TR531182|c1_g4_i2	GO:0006520;GO:0016853;GO:0030170
TR531182|c1_g4_i5	GO:0006520;GO:0016853;GO:0030170
TR531182|c1_g4_i6	GO:0006520;GO:0016853;GO:0030170
TR531182|c1_g7_i4	GO:0006520;GO:0006810;GO:0016020;GO:0016853;GO:0030170
TR531183|c1_g1_i1	
TR531183|c1_g1_i3	
TR531183|c1_g1_i4	
TR531183|c1_g1_i5	
TR531183|c1_g2_i1	
TR531184|c5_g1_i1	
TR531184|c6_g1_i2	
TR531191|c1_g3_i1	
TR531191|c1_g3_i6	
TR531194|c0_g1_i1	GO:0008233
TR531195|c2_g2_i1	GO:0005515;GO:0005768;GO:0016020;GO:0016192;GO:0046872;GO:0051641
TR531195|c2_g5_i2	GO:0043167
TR531196|c2_g3_i2	
TR531197|c2_g2_i1	
TR531197|c3_g3_i3	
TR531199|c1_g5_i1	
TR531199|c1_g5_i2	
TR531202|c2_g2_i1	GO:0003674;GO:0005575
TR531202|c2_g2_i2	GO:0003674;GO:0005575
TR531202|c2_g2_i3	GO:0003674;GO:0005575
TR531202|c2_g3_i1	GO:0003674;GO:0005575
TR531205|c3_g1_i1	
TR531205|c3_g1_i6	
TR531206|c1_g1_i2	
TR531206|c1_g1_i6	
TR531206|c1_g1_i8	
TR531206|c1_g2_i1	
TR531207|c2_g1_i1	
TR531207|c2_g4_i1	
TR531207|c2_g4_i3	
TR531207|c2_g4_i6	
TR531207|c2_g4_i7	
TR531207|c2_g4_i8	
TR531209|c3_g3_i1	
TR531209|c3_g3_i2	GO:0043167
TR531209|c3_g3_i3	
TR531209|c3_g3_i4	GO:0043167
TR531209|c4_g1_i5	
TR531212|c2_g1_i1	GO:0000166;GO:0004550;GO:0006165;GO:0006183;GO:0006228;GO:0006241;GO:0045454
TR531212|c2_g1_i5	GO:0000166;GO:0004550;GO:0006165;GO:0006183;GO:0006228;GO:0006241;GO:0045454
TR531215|c1_g2_i1	
TR531215|c1_g2_i2	
TR531215|c1_g2_i3	
TR531216|c0_g1_i3	
TR531217|c0_g1_i3	
TR531217|c0_g1_i4	
TR531217|c0_g1_i5	
TR531217|c0_g1_i6	
TR531217|c0_g1_i7	
TR531217|c1_g3_i6	
TR531218|c2_g2_i3	
TR531222|c4_g2_i9	
TR531222|c5_g2_i1	GO:0003674
TR531222|c5_g2_i5	GO:0005488
TR531222|c5_g2_i6	GO:0003674
TR531223|c1_g2_i3	GO:0000176;GO:0000177;GO:0005730;GO:0016075;GO:0031125;GO:0034427;GO:0034475;GO:0071028;GO:0071051
TR531224|c1_g3_i1	GO:0008474;GO:0043231
TR531225|c1_g2_i1	
TR531226|c0_g1_i1	
TR531228|c4_g4_i1	
TR531230|c2_g4_i1	GO:0003674
TR531234|c3_g5_i2	GO:0003997;GO:0005777;GO:0006635;GO:0065008;GO:0071949
TR531234|c3_g5_i3	GO:0003997;GO:0005777;GO:0006635;GO:0065008;GO:0071949
TR531235|c0_g1_i1	
TR531235|c0_g1_i2	
TR531235|c0_g2_i1	
TR531235|c0_g2_i3	
TR531235|c0_g2_i4	
TR531235|c0_g3_i1	
TR531235|c0_g4_i1	
TR531236|c1_g4_i3	GO:0003824
TR531237|c6_g1_i1	GO:0003674
TR531241|c2_g1_i1	
TR531241|c2_g1_i2	
TR531241|c3_g1_i2	
TR531241|c3_g1_i3	
TR531241|c3_g1_i4	
TR531242|c0_g1_i2	GO:0005515;GO:0007399;GO:0007610;GO:0016021;GO:0044459;GO:0050808;GO:0060076;GO:0097458
TR531243|c0_g1_i1	GO:0043167
TR531243|c0_g1_i2	GO:0043167
TR531243|c0_g1_i4	
TR531243|c0_g1_i5	
TR531244|c3_g2_i4	GO:0005488;GO:0009987
TR531244|c3_g4_i2	
TR531245|c3_g1_i3	GO:0003674
TR531246|c1_g1_i1	
TR531246|c1_g2_i2	
TR531246|c1_g3_i1	GO:0001701;GO:0008284;GO:0010592;GO:0016601;GO:0030027;GO:0031209;GO:0044877;GO:0048365;GO:0048870;GO:0070062;GO:0070207;GO:2000601
TR531246|c1_g3_i4	GO:0001701;GO:0008284;GO:0010592;GO:0016601;GO:0030027;GO:0031209;GO:0044877;GO:0048365;GO:0048870;GO:0070062;GO:0070207;GO:0071203;GO:2000601
TR531251|c4_g2_i6	GO:0005215;GO:0006814;GO:0016021;GO:0055085
TR531255|c2_g1_i1	
TR531257|c2_g5_i12	GO:0000166;GO:0004672;GO:0005929;GO:0006468;GO:0009887
TR531257|c2_g5_i14	GO:0004674;GO:0005524;GO:0005929;GO:0006468;GO:0009887
TR531257|c2_g5_i2	GO:0004674;GO:0005524;GO:0005929;GO:0006468;GO:0009887
TR531257|c2_g5_i3	GO:0000166;GO:0004672;GO:0005929;GO:0006468;GO:0009887
TR531257|c2_g5_i8	GO:0004674;GO:0005524;GO:0005929;GO:0006468;GO:0009887
TR531259|c2_g2_i1	GO:0006904
TR531259|c3_g3_i2	GO:0006904
TR531259|c3_g3_i6	GO:0006904
TR531260|c2_g1_i1	
TR531260|c2_g4_i1	
TR531260|c2_g4_i2	
TR531260|c2_g5_i1	
TR531261|c3_g1_i9	
TR531262|c2_g3_i3	
TR531262|c2_g3_i5	GO:0016021;GO:0031966
TR531262|c2_g5_i1	
TR531262|c2_g6_i1	
TR531263|c2_g2_i1	
TR531263|c2_g3_i1	
TR531263|c2_g4_i1	
TR531264|c2_g1_i1	
TR531264|c2_g2_i1	
TR531264|c3_g1_i1	
TR531265|c2_g6_i2	
TR531266|c1_g2_i1	GO:0016020
TR531266|c1_g3_i2	
TR531272|c2_g1_i13	
TR531272|c2_g1_i2	
TR531272|c2_g1_i4	
TR531272|c2_g1_i5	
TR531272|c2_g1_i6	
TR531272|c2_g1_i8	
TR531272|c2_g1_i9	
TR531273|c0_g2_i1	GO:0000281;GO:0005819;GO:0005874;GO:0040001
TR531273|c0_g2_i2	GO:0000281;GO:0005819;GO:0005874;GO:0040001
TR531273|c0_g2_i6	GO:0000281;GO:0005819;GO:0005874;GO:0040001
TR531276|c2_g1_i1	
TR531277|c1_g1_i1	
TR531277|c1_g5_i1	
TR531277|c1_g5_i2	
TR531277|c1_g5_i4	
TR531278|c1_g3_i1	
TR531279|c1_g5_i2	GO:0043167
TR531280|c2_g1_i6	GO:0008289
TR531281|c3_g3_i1	
TR531281|c3_g4_i1	
TR531283|c3_g1_i1	
TR531283|c3_g2_i1	GO:0016020;GO:0016021
TR531283|c3_g2_i3	GO:0016020;GO:0016021
TR531284|c1_g2_i2	GO:0016491
TR531284|c1_g2_i9	GO:0016491
TR531286|c8_g1_i2	
TR531286|c8_g2_i3	
TR531288|c7_g1_i2	
TR531289|c4_g1_i1	GO:0016810
TR531289|c4_g1_i3	
TR531289|c4_g1_i6	
TR531289|c4_g1_i7	GO:0016810
TR531291|c1_g1_i5	GO:0005765;GO:0005769;GO:0005770;GO:0005829;GO:0006886;GO:0008565;GO:0030906;GO:0031647;GO:0042147;GO:0045056;GO:0061357;GO:0070062;GO:0090263;GO:0097422;GO:1902823;GO:1990126
TR531291|c1_g1_i6	GO:0005765;GO:0005769;GO:0005770;GO:0005829;GO:0006886;GO:0008565;GO:0030906;GO:0031647;GO:0042147;GO:0045056;GO:0061357;GO:0070062;GO:0090263;GO:0097422;GO:1902823;GO:1990126
TR531291|c1_g1_i7	GO:0005765;GO:0005769;GO:0005770;GO:0005829;GO:0006886;GO:0008565;GO:0030906;GO:0031647;GO:0042147;GO:0045056;GO:0061357;GO:0070062;GO:0090263;GO:0097422;GO:1902823;GO:1990126
TR531291|c1_g1_i8	GO:0005765;GO:0005769;GO:0005770;GO:0005829;GO:0006886;GO:0008565;GO:0030906;GO:0031647;GO:0042147;GO:0045056;GO:0061357;GO:0070062;GO:0090263;GO:0097422;GO:1902823;GO:1990126
TR531293|c2_g1_i3	GO:0005515;GO:0005634
TR531293|c2_g1_i4	GO:0005730;GO:0005829;GO:0042254
TR531311|c0_g1_i1	GO:0003735;GO:0005840;GO:0006412;GO:0046872
TR531311|c0_g2_i1	GO:0003735;GO:0005840;GO:0006412;GO:0046872
TR531311|c0_g3_i1	GO:0003735;GO:0005840;GO:0006412;GO:0046872
TR531324|c1_g1_i4	
TR531327|c3_g1_i3	
TR531358|c0_g1_i1	
TR531360|c1_g1_i3	
TR531361|c1_g1_i1	
TR531361|c1_g1_i2	
TR531362|c0_g1_i1	
TR531381|c0_g2_i1	GO:0008150
TR531391|c3_g1_i1	
TR531402|c1_g2_i1	
TR531411|c1_g1_i1	
TR531411|c1_g1_i2	
TR531463|c0_g1_i1	
TR531464|c0_g3_i1	
TR531464|c0_g4_i1	
TR531469|c0_g1_i2	
TR531482|c0_g1_i2	
TR531490|c3_g1_i1	GO:0005412;GO:0005887;GO:0006814;GO:1904659
TR531492|c1_g2_i1	
TR531492|c3_g1_i1	
TR531492|c3_g1_i2	
TR531494|c3_g1_i1	
TR531496|c0_g1_i3	GO:0003674
TR531496|c0_g1_i6	GO:0003674
TR531499|c3_g1_i1	
TR531499|c3_g3_i1	
TR531501|c2_g13_i1	
TR531501|c2_g5_i1	
TR531502|c1_g1_i1	GO:0015267;GO:0016021;GO:0055085
TR531502|c1_g1_i4	GO:0015267;GO:0016021;GO:0055085
TR531503|c0_g1_i3	
TR531503|c0_g1_i6	
TR531503|c0_g3_i1	
TR531503|c0_g4_i4	
TR531505|c0_g1_i1	GO:0003674
TR531506|c0_g1_i1	
TR531506|c0_g1_i5	
TR531507|c3_g1_i2	GO:0005814;GO:0048278;GO:0060271
TR531508|c3_g1_i1	
TR531508|c5_g2_i1	
TR531512|c2_g1_i1	
TR531512|c2_g1_i2	
TR531515|c0_g1_i1	GO:0000166;GO:0004713;GO:0006468
TR531515|c0_g1_i3	
TR531516|c2_g1_i1	GO:0005319;GO:0006869;GO:0016020;GO:0016021
TR531517|c3_g1_i1	
TR531517|c3_g2_i1	
TR531517|c3_g2_i3	GO:0005743;GO:0006850;GO:0016021
TR531517|c3_g2_i4	GO:0005743;GO:0006850;GO:0016021
TR531517|c3_g3_i1	
TR531517|c3_g3_i2	
TR531517|c3_g3_i3	
TR531517|c3_g3_i4	
TR531518|c2_g2_i1	
TR531520|c1_g1_i3	
TR531520|c1_g1_i5	
TR531520|c1_g3_i1	
TR531520|c1_g4_i1	
TR531521|c0_g2_i4	
TR531523|c3_g4_i2	
TR531523|c3_g4_i3	
TR531525|c2_g1_i3	
TR531525|c2_g1_i5	
TR531525|c2_g1_i7	
TR531529|c1_g1_i1	
TR531532|c2_g3_i1	
TR531532|c2_g3_i2	
TR531532|c2_g3_i3	
TR531532|c2_g3_i4	
TR531532|c2_g4_i4	
TR531534|c2_g6_i3	
TR531537|c1_g1_i2	GO:0003677;GO:0006259;GO:0006950
TR531538|c5_g2_i2	GO:0005328;GO:0005622;GO:0006836;GO:0016021;GO:0055085
TR531538|c5_g2_i3	GO:0005328;GO:0005622;GO:0006836;GO:0016021;GO:0055085
TR531541|c1_g1_i1	GO:0003674;GO:0034655;GO:0044281
TR531544|c1_g2_i1	GO:0000413;GO:0003755;GO:0006457
TR531547|c0_g1_i1	
TR531549|c2_g1_i3	GO:0000166;GO:0004672;GO:0004713;GO:0004714;GO:0005524;GO:0006468;GO:0016301;GO:0016310;GO:0016740;GO:0018108
TR531550|c0_g5_i3	
TR531553|c0_g1_i1	GO:0006464;GO:0016791;GO:0043167
TR531553|c0_g1_i10	GO:0004722;GO:0006470;GO:0033262;GO:0046872
TR531553|c0_g1_i11	GO:0004722;GO:0006470;GO:0033262;GO:0046872
TR531553|c0_g1_i16	GO:0006464;GO:0016791;GO:0043167
TR531553|c0_g1_i18	GO:0004722;GO:0006470;GO:0043169;GO:0050794
TR531553|c0_g1_i2	GO:0004722;GO:0006470;GO:0043169
TR531553|c0_g1_i5	GO:0004722;GO:0006470;GO:0007229;GO:0016301;GO:0016310;GO:0046872
TR531553|c0_g1_i7	GO:0004722;GO:0006470;GO:0043169;GO:0050794
TR531553|c0_g1_i8	GO:0004722;GO:0006470;GO:0043169;GO:0050794
TR531556|c4_g1_i1	
TR531556|c5_g4_i1	
TR531558|c0_g1_i2	GO:0005515;GO:0005622;GO:0008270;GO:0016567;GO:0016874
TR531558|c0_g1_i5	GO:0005515;GO:0005622;GO:0008270;GO:0016567;GO:0016874
TR531558|c0_g1_i8	GO:0005515;GO:0005622;GO:0008270;GO:0016567;GO:0016874
TR531563|c5_g1_i1	
TR531566|c0_g1_i1	
TR531568|c0_g1_i1	GO:0003674
TR531569|c1_g4_i1	GO:0003677;GO:0003700;GO:0004871;GO:0005634;GO:0009058;GO:0034641;GO:0043167
TR531571|c1_g1_i1	GO:0003674
TR531574|c2_g4_i4	GO:0009055
TR531574|c2_g4_i7	
TR531574|c2_g4_i8	GO:0009055
TR531576|c2_g5_i5	
TR531576|c2_g5_i8	
TR531576|c2_g6_i1	
TR531576|c2_g7_i2	
TR531577|c1_g5_i2	
TR531580|c2_g2_i4	GO:0006790;GO:0008233;GO:0009056;GO:0034641;GO:0051186
TR531580|c2_g2_i6	GO:0006790;GO:0008233;GO:0009056;GO:0034641;GO:0051186
TR531580|c2_g2_i8	GO:0006790;GO:0008233;GO:0009056;GO:0034641;GO:0051186
TR531582|c3_g1_i1	GO:0003700;GO:0006355;GO:0021520;GO:0021778;GO:0042552;GO:0046983
TR531583|c2_g1_i2	GO:0005575;GO:0022857
TR531587|c2_g1_i1	GO:0003674
TR531587|c2_g1_i2	GO:0003674
TR531587|c2_g1_i4	GO:0003674
TR531595|c2_g1_i1	
TR531595|c8_g3_i1	
TR531598|c2_g1_i1	
TR531603|c1_g1_i2	GO:0003677;GO:0004844;GO:0005634;GO:0006285;GO:0008263
TR531606|c12_g2_i1	
TR531611|c1_g1_i2	
TR531611|c1_g1_i4	
TR531613|c2_g1_i3	
TR531615|c5_g1_i3	
TR531617|c0_g1_i1	
TR531624|c0_g1_i1	GO:0005634;GO:0019899;GO:0050794
TR531633|c1_g7_i2	GO:0016021
TR531635|c3_g1_i1	
TR531635|c3_g1_i3	
TR531635|c3_g1_i4	
TR531636|c0_g1_i1	
TR531646|c5_g2_i2	GO:0016491
TR531646|c5_g2_i3	GO:0016491
TR531657|c3_g1_i1	GO:0016021
TR531657|c3_g1_i2	GO:0016020
TR531657|c3_g1_i4	GO:0016021
TR531657|c3_g1_i9	GO:0016021
TR531661|c5_g1_i1	GO:0005509
TR531662|c0_g1_i1	
TR531663|c0_g2_i1	
TR531664|c5_g1_i1	
TR531664|c5_g1_i2	
TR531667|c0_g1_i1	GO:0005525;GO:0005730
TR531669|c3_g7_i1	GO:0005856;GO:0007010;GO:0007049;GO:0022607;GO:0032991
TR531684|c5_g1_i1	
TR531684|c5_g1_i5	
TR531690|c1_g3_i1	
TR531690|c1_g3_i2	
TR531690|c1_g3_i4	
TR531690|c1_g3_i6	
TR531694|c4_g1_i1	
TR531694|c6_g1_i2	
TR531697|c1_g1_i1	
TR531701|c2_g1_i1	
TR531703|c1_g1_i1	
TR531705|c2_g1_i1	
TR531705|c2_g1_i2	
TR531718|c1_g1_i1	
TR531721|c1_g1_i3	
TR531721|c2_g2_i1	GO:0016020
TR531721|c2_g2_i4	GO:0016020
TR531721|c2_g2_i7	GO:0016020
TR531722|c1_g2_i8	GO:0003676;GO:0005524;GO:0016787
TR531728|c0_g1_i1	GO:0005575
TR531730|c0_g2_i12	GO:0000079;GO:0005634;GO:0006355;GO:0006396;GO:0019901
TR531730|c0_g2_i4	GO:0000079;GO:0005634;GO:0006355;GO:0006396;GO:0019901
TR531730|c0_g2_i5	GO:0000079;GO:0005634;GO:0006355;GO:0006396;GO:0019901
TR531746|c0_g1_i1	GO:0016020
TR531755|c2_g2_i1	
TR531765|c0_g2_i5	GO:0000165;GO:0004707;GO:0005524;GO:0005622
TR531767|c2_g1_i4	GO:0071203
TR531770|c3_g1_i3	
TR531770|c4_g3_i1	
TR531779|c3_g1_i4	GO:0008308;GO:0016021;GO:0032580;GO:0043588;GO:0051452;GO:1903959
TR531781|c3_g1_i5	GO:0008168
TR531781|c3_g1_i7	GO:0008168
TR531786|c2_g1_i1	
TR531786|c2_g1_i2	
TR531803|c2_g1_i2	GO:0003735;GO:0005840;GO:0006412
TR531803|c2_g1_i3	GO:0003735;GO:0005840;GO:0006412
TR531804|c0_g1_i3	GO:0003674;GO:0005575;GO:0005975;GO:0009058
TR531832|c0_g1_i1	GO:0000988
TR531832|c0_g1_i3	GO:0000988
TR531843|c1_g1_i1	GO:0016020;GO:0016021
TR531848|c3_g1_i3	
TR531851|c0_g1_i1	GO:0003824;GO:0009058;GO:0016740;GO:0016779
TR531851|c0_g1_i3	GO:0016020;GO:0016021
TR531866|c1_g2_i1	GO:0006979;GO:0008270;GO:0030091;GO:0033743;GO:0055114
TR531866|c1_g4_i1	GO:0006979;GO:0030091;GO:0033743;GO:0046872;GO:0055114
TR531866|c1_g4_i2	GO:0006979;GO:0030091;GO:0033743;GO:0055114
TR531872|c5_g1_i1	GO:0003729;GO:0005654;GO:0005685;GO:0006376;GO:0071004
TR531872|c5_g1_i2	GO:0003729;GO:0005654;GO:0005685;GO:0006376;GO:0071004
TR531872|c5_g1_i3	GO:0003729;GO:0005654;GO:0005685;GO:0006376;GO:0071004
TR531872|c5_g1_i4	GO:0003729;GO:0005654;GO:0005685;GO:0006376;GO:0071004
TR531873|c2_g1_i1	
TR531883|c3_g1_i1	
TR531885|c6_g2_i1	
TR531885|c6_g2_i2	
TR531888|c5_g1_i2	
TR531900|c1_g1_i1	
TR531915|c4_g1_i1	
TR531918|c2_g1_i1	
TR531918|c2_g2_i1	
TR531918|c2_g3_i10	
TR531918|c2_g3_i2	
TR531918|c2_g3_i3	
TR531918|c2_g3_i6	
TR531918|c2_g3_i7	
TR531918|c2_g3_i8	
TR531918|c2_g4_i1	
TR531939|c1_g2_i3	GO:0003677;GO:0006259;GO:0006950;GO:0016798;GO:0016829;GO:0043167
TR531939|c1_g2_i4	
TR531944|c1_g2_i1	
TR531984|c5_g1_i1	
TR531984|c5_g1_i4	
TR531984|c5_g1_i5	
TR531984|c5_g1_i6	
TR531991|c1_g1_i1	GO:0005622;GO:0008270;GO:0016020;GO:0016021
TR531992|c1_g1_i1	
TR531992|c2_g1_i1	
TR531992|c2_g1_i2	
TR531993|c0_g1_i1	
TR531993|c0_g1_i2	
TR532003|c4_g3_i1	
TR532007|c0_g1_i3	
TR532009|c2_g1_i4	GO:0016491
TR532009|c2_g1_i5	GO:0016491
TR532013|c6_g1_i1	
TR532022|c1_g1_i1	GO:0003677;GO:0006310;GO:0008168;GO:0015074;GO:0016740;GO:0032259
TR532022|c2_g2_i1	
TR532022|c3_g1_i1	
TR532022|c3_g4_i1	
TR532023|c0_g1_i2	GO:0003674
TR532023|c0_g1_i6	GO:0003674
TR532029|c3_g1_i2	
TR532033|c4_g4_i1	
TR532033|c5_g1_i7	
TR532033|c5_g1_i8	
TR532045|c4_g2_i2	
TR532045|c4_g4_i2	
TR532045|c4_g4_i3	
TR532051|c1_g1_i1	
TR532061|c0_g2_i1	
TR532066|c3_g1_i1	GO:0003674
TR532066|c4_g1_i1	GO:0000165;GO:0004707;GO:0005524;GO:0005622
TR532066|c4_g1_i4	GO:0000165;GO:0004707;GO:0005524;GO:0005622
TR532066|c5_g1_i1	
TR532066|c5_g1_i2	
TR532071|c6_g3_i1	
TR532072|c2_g1_i4	
TR532091|c10_g1_i2	GO:0003824;GO:0005783;GO:0008270;GO:0016021;GO:0036503
TR532091|c10_g1_i4	GO:0003824;GO:0005783;GO:0036503;GO:0044267;GO:0044425;GO:0046872
TR532092|c2_g1_i1	
TR532122|c0_g1_i1	
TR532171|c0_g1_i1	
TR532202|c1_g2_i1	
TR532202|c1_g2_i3	
TR532203|c3_g2_i1	GO:0071567
TR532203|c3_g2_i10	GO:0071567
TR532203|c3_g2_i11	GO:0071567
TR532203|c3_g2_i3	GO:0071567
TR532203|c3_g2_i7	GO:0004801;GO:0005737;GO:0005975;GO:0006098;GO:0071567
TR532204|c0_g1_i1	
TR532204|c2_g3_i1	GO:0005315;GO:0005436;GO:0005737;GO:0005903;GO:0015321;GO:0016324;GO:0030643;GO:0031982;GO:0044341
TR532206|c1_g1_i1	
TR532208|c1_g1_i1	
TR532218|c5_g8_i2	
TR532222|c1_g1_i1	
TR532226|c1_g1_i1	
TR532226|c1_g1_i3	
TR532234|c0_g1_i1	
TR532235|c8_g1_i2	
TR532246|c0_g1_i1	
TR532246|c0_g1_i3	
TR532251|c1_g3_i1	GO:0006810;GO:0007568;GO:0008289
TR532253|c0_g3_i2	GO:0016020;GO:0016021
TR532253|c0_g3_i6	GO:0016020;GO:0016021
TR532255|c1_g1_i1	
TR532256|c4_g1_i1	
TR532256|c6_g2_i1	
TR532261|c4_g1_i1	
TR532261|c4_g1_i2	
TR532261|c4_g1_i3	
TR532266|c2_g1_i2	
TR532270|c5_g1_i1	GO:0003735;GO:0005840;GO:0006412
TR532270|c5_g1_i2	GO:0003735;GO:0005840;GO:0006412
TR532270|c5_g1_i4	GO:0003735;GO:0005840;GO:0006412
TR532270|c5_g1_i5	GO:0003735;GO:0005840;GO:0006412
TR532275|c1_g1_i3	GO:0005576;GO:0008150
TR532277|c0_g2_i1	GO:0016746
TR532286|c3_g1_i1	
TR532286|c3_g1_i2	
TR532286|c3_g1_i3	
TR532287|c0_g2_i1	GO:0000166;GO:0003676
TR532289|c1_g1_i1	
TR532290|c5_g5_i1	GO:0016021;GO:0016192
TR532290|c5_g5_i2	GO:0016021;GO:0016192
TR532290|c5_g5_i5	GO:0016021;GO:0016192
TR532292|c1_g3_i1	GO:0003674
TR532292|c1_g3_i12	GO:0003674
TR532292|c1_g3_i13	GO:0003674
TR532292|c1_g3_i15	GO:0003674
TR532292|c1_g3_i4	GO:0003674
TR532292|c1_g3_i5	GO:0003674
TR532292|c1_g3_i8	GO:0003674
TR532292|c1_g3_i9	GO:0003674
TR532292|c1_g7_i1	
TR532293|c2_g4_i1	
TR532295|c6_g3_i2	
TR532295|c7_g1_i4	GO:0016020;GO:0016021
TR532297|c2_g1_i2	GO:0003924;GO:0005525;GO:0005622;GO:0007264;GO:0016020
TR532297|c3_g1_i1	GO:0004560;GO:0006004;GO:0016021
TR532297|c3_g1_i2	GO:0004560;GO:0006004;GO:0016021
TR532297|c3_g1_i4	GO:0004560;GO:0006004;GO:0016021;GO:0046872
TR532297|c3_g1_i6	GO:0004560;GO:0006004;GO:0046872
TR532297|c3_g1_i9	GO:0004560;GO:0006004;GO:0016021;GO:0046872
TR532302|c4_g1_i1	
TR532302|c4_g1_i2	
TR532303|c0_g3_i4	GO:0003676;GO:0008270;GO:0016491;GO:0046983;GO:0055114
TR532303|c0_g3_i5	GO:0003676;GO:0003939;GO:0008270;GO:0046983;GO:0055114
TR532303|c0_g3_i6	GO:0008270;GO:0016491;GO:0055114
TR532303|c0_g5_i1	GO:0008270;GO:0016491;GO:0055114
TR532303|c0_g6_i1	
TR532303|c0_g6_i3	GO:0008270;GO:0016491;GO:0055114
TR532304|c1_g3_i1	
TR532309|c0_g2_i1	GO:0005488;GO:0005737;GO:0006281;GO:0034645;GO:0043231
TR532309|c0_g2_i2	GO:0005737;GO:0006281;GO:0034645;GO:0043231
TR532310|c7_g2_i1	
TR532310|c7_g2_i2	
TR532310|c7_g5_i1	
TR532310|c7_g5_i2	
TR532311|c3_g1_i3	GO:0031981;GO:0032991;GO:0043232
TR532311|c3_g1_i4	GO:0043231
TR532311|c3_g1_i5	GO:0032991;GO:0044424
TR532311|c3_g1_i9	GO:0043231
TR532312|c2_g1_i2	GO:0005575;GO:0043167
TR532312|c2_g1_i5	GO:0005575;GO:0043167
TR532312|c3_g3_i3	
TR532316|c1_g5_i4	
TR532316|c1_g6_i1	
TR532317|c1_g2_i1	
TR532317|c1_g2_i4	
TR532317|c1_g2_i5	
TR532317|c1_g3_i2	
TR532317|c1_g5_i1	
TR532319|c1_g1_i1	
TR532322|c1_g1_i1	
TR532322|c1_g2_i1	
TR532323|c5_g1_i1	GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0055114
TR532324|c4_g1_i3	GO:0005515;GO:0006886;GO:0016192
TR532324|c4_g1_i9	GO:0006810
TR532325|c2_g3_i1	
TR532325|c2_g6_i1	
TR532325|c2_g7_i1	
TR532325|c2_g7_i3	
TR532327|c5_g2_i2	GO:0003676;GO:0004004;GO:0005524;GO:0005622;GO:0006406;GO:0010501
TR532327|c5_g2_i3	GO:0003676;GO:0004004;GO:0005524;GO:0005622;GO:0006406;GO:0010501
TR532327|c5_g2_i4	GO:0003676;GO:0004004;GO:0005524;GO:0005622;GO:0006406;GO:0010501
TR532327|c5_g2_i5	GO:0003676;GO:0004004;GO:0005524;GO:0005622;GO:0006406;GO:0010501
TR532327|c5_g2_i6	GO:0003676;GO:0004004;GO:0005524;GO:0005622;GO:0006406;GO:0010501
TR532328|c5_g2_i1	GO:0003674;GO:0008150
TR532328|c5_g2_i2	GO:0003674;GO:0008150
TR532328|c5_g2_i4	GO:0003674;GO:0008150
TR532329|c1_g1_i3	GO:0016020;GO:0016021
TR532329|c1_g1_i5	GO:0016020;GO:0016021
TR532329|c1_g2_i5	
TR532329|c1_g3_i2	GO:0016020;GO:0016021
TR532334|c3_g4_i1	GO:0003723;GO:0006399;GO:0008168
TR532334|c3_g4_i4	GO:0003723;GO:0006399;GO:0008168
TR532337|c0_g1_i1	
TR532337|c0_g1_i2	
TR532337|c0_g1_i3	
TR532339|c6_g1_i1	
TR532339|c6_g2_i1	GO:0016021
TR532339|c6_g5_i1	
TR532339|c6_g5_i2	GO:0016021
TR532339|c6_g5_i3	
TR532339|c6_g6_i1	
TR532340|c2_g1_i1	GO:0005516;GO:0008017
TR532340|c2_g1_i2	GO:0005516;GO:0008017
TR532340|c2_g2_i1	GO:0005516;GO:0008017
TR532342|c1_g1_i1	
TR532342|c1_g1_i5	GO:0003674
TR532342|c1_g1_i6	
TR532342|c1_g3_i1	
TR532342|c1_g3_i4	GO:0003674
TR532345|c6_g1_i1	
TR532349|c2_g4_i3	
TR532349|c2_g4_i4	
TR532349|c2_g4_i7	
TR532350|c1_g7_i2	GO:0003674;GO:0006629;GO:0009056
TR532351|c4_g2_i4	
TR532352|c3_g13_i1	GO:0005829;GO:0071482;GO:0090316
TR532353|c1_g2_i1	
TR532356|c0_g1_i5	GO:0003677;GO:0004553;GO:0005975;GO:0006355
TR532357|c1_g2_i1	
TR532357|c1_g4_i1	
TR532357|c1_g5_i1	
TR532357|c1_g7_i1	
TR532357|c1_g7_i2	
TR532357|c1_g7_i4	
TR532357|c1_g8_i1	
TR532357|c1_g9_i1	
TR532358|c3_g1_i3	GO:0004849;GO:0005524;GO:0015833;GO:0016310;GO:0016887;GO:0044206;GO:0044211
TR532358|c3_g1_i5	GO:0004849;GO:0005524;GO:0015833;GO:0016310;GO:0016887;GO:0044206;GO:0044211
TR532358|c3_g1_i7	GO:0004849;GO:0005524;GO:0015833;GO:0016310;GO:0016887;GO:0044206;GO:0044211
TR532361|c3_g2_i2	GO:0005509;GO:0016020;GO:0016021
TR532361|c3_g2_i3	GO:0005509;GO:0016020;GO:0016021
TR532361|c3_g2_i5	
